Time,Channel A,Channel B
(us),(mV),(V)

-0.02625641,-7.48031400,0.07874016
0.03774359,-1.57480300,3.14960600
0.10174359,-2.75590500,3.22834600
0.16574359,-9.05511800,3.30708700
0.22974358,-3.54330700,3.30708700
0.29374358,-4.33070900,3.22834600
0.35774358,-3.14960600,3.22834600
0.42174358,-7.08661400,3.22834600
0.48574358,0.78740150,3.22834600
0.54974357,-7.48031400,3.22834600
0.61374357,-2.75590500,3.30708700
0.67774357,-1.57480300,3.22834600
0.74174357,-1.57480300,3.30708700
0.80574357,-5.90551100,3.30708700
0.86974357,-0.39370070,3.30708700
0.93374356,-3.93700800,3.22834600
0.99774356,-5.11811000,3.30708700
1.06174356,-4.33070900,3.22834600
1.12574356,-5.11811000,3.30708700
1.18974356,-6.69291300,3.22834600
1.25374355,-4.72440900,3.30708700
1.31774355,-4.33070900,3.22834600
1.38174355,-5.90551100,3.22834600
1.44574355,-3.54330700,3.22834600
1.50974355,-5.11811000,3.22834600
1.57374355,-3.14960600,3.22834600
1.63774354,-7.48031400,3.22834600
1.70174354,-1.18110200,3.30708700
1.76574354,-5.51181100,3.22834600
1.82974354,-0.39370070,3.22834600
1.89374354,-2.75590500,3.30708700
1.95774353,3.14960600,3.30708700
2.02174353,-1.96850400,3.22834600
2.08574353,0.78740150,3.30708700
2.14974353,1.57480300,3.22834600
2.21374353,-2.36220500,3.22834600
2.27774353,-1.96850400,3.22834600
2.34174352,0.00000000,3.22834600
2.40574352,-0.39370070,3.22834600
2.46974352,-4.72440900,3.22834600
2.53374352,2.36220500,3.30708700
2.59774352,-4.33070900,3.22834600
2.66174351,-1.57480300,3.30708700
2.72574351,-0.78740150,3.22834600
2.78974351,1.57480300,3.22834600
2.85374351,-4.72440900,3.30708700
2.91774351,3.54330700,3.22834600
2.98174351,-0.39370070,3.22834600
3.04574350,-1.96850400,3.30708700
3.10974350,-1.18110200,3.30708700
3.17374350,1.18110200,3.22834600
3.23774350,-4.33070900,3.30708700
3.30174350,0.00000000,3.30708700
3.36574349,1.57480300,3.30708700
3.42974349,-1.18110200,3.22834600
3.49374349,0.00000000,3.22834600
3.55774349,-0.39370070,3.30708700
3.62174349,-2.36220500,3.30708700
3.68574349,-7.87401500,3.30708700
3.74974348,0.00000000,3.22834600
3.81374348,-5.51181100,3.30708700
3.87774348,-3.54330700,3.22834600
3.94174348,-5.11811000,3.30708700
4.00574348,-0.39370070,3.22834600
4.06974347,-8.66141700,3.22834600
4.13374347,-1.96850400,3.22834600
4.19774347,-3.14960600,3.30708700
4.26174347,-6.29921200,3.22834600
4.32574347,-4.33070900,3.22834600
4.38974347,-1.18110200,3.22834600
4.45374346,-4.33070900,3.22834600
4.51774346,-3.93700800,3.22834600
4.58174346,-0.39370070,3.30708700
4.64574346,-3.54330700,3.30708700
4.70974346,-2.75590500,3.30708700
4.77374346,-0.39370070,3.30708700
4.83774345,-0.39370070,3.30708700
4.90174345,-4.33070900,3.30708700
4.96574345,1.96850400,3.30708700
5.02974345,-4.72440900,3.30708700
5.09374345,-2.36220500,3.22834600
5.15774344,-3.93700800,3.30708700
5.22174344,0.00000000,3.30708700
5.28574344,-5.90551100,3.30708700
5.34974344,-1.96850400,3.22834600
5.41374344,-1.18110200,3.30708700
5.47774344,-0.78740150,3.30708700
5.54174343,-3.14960600,3.30708700
5.60574343,0.00000000,3.30708700
5.66974343,-1.57480300,3.30708700
5.73374343,-4.72440900,3.30708700
5.79774343,-1.18110200,3.30708700
5.86174342,-1.57480300,3.30708700
5.92574342,-2.36220500,3.30708700
5.98974342,-2.36220500,3.30708700
6.05374342,3.93700800,3.30708700
6.11774342,-3.93700800,3.30708700
6.18174342,-0.78740150,3.30708700
6.24574341,-2.36220500,3.30708700
6.30974341,-3.54330700,3.30708700
6.37374341,-7.08661400,3.30708700
6.43774341,1.18110200,3.30708700
6.50174341,-6.29921200,3.30708700
6.56574340,-4.72440900,3.30708700
6.62974340,-3.14960600,3.22834600
6.69374340,-4.72440900,3.30708700
6.75774340,-8.66141700,3.30708700
6.82174340,-1.57480300,3.30708700
6.88574340,-4.33070900,3.22834600
6.94974339,-7.08661400,3.30708700
7.01374339,-2.75590500,3.30708700
7.07774339,-3.93700800,3.30708700
7.14174339,-4.72440900,3.22834600
7.20574339,-4.72440900,3.30708700
7.26974338,0.78740150,3.30708700
7.33374338,-6.69291300,3.22834600
7.39774338,0.00000000,3.30708700
7.46174338,-0.39370070,3.30708700
7.52574338,0.00000000,3.30708700
7.58974338,-4.33070900,3.30708700
7.65374337,0.39370070,3.30708700
7.71774337,-4.33070900,3.30708700
7.78174337,-3.54330700,3.30708700
7.84574337,-2.75590500,3.30708700
7.90974337,-2.36220500,3.30708700
7.97374336,-6.29921200,3.30708700
8.03774336,-0.39370070,3.30708700
8.10174336,-0.39370070,3.30708700
8.16574336,-5.11811000,3.30708700
8.22974336,0.00000000,3.30708700
8.29374336,-2.36220500,3.30708700
8.35774335,-1.96850400,3.30708700
8.42174335,-5.51181100,3.30708700
8.48574335,1.57480300,3.30708700
8.54974335,-5.90551100,3.30708700
8.61374335,1.18110200,3.30708700
8.67774334,-0.78740150,3.30708700
8.74174334,0.00000000,3.30708700
8.80574334,-4.33070900,3.30708700
8.86974334,-0.39370070,3.30708700
8.93374334,-4.72440900,3.30708700
8.99774334,-5.11811000,3.30708700
9.06174333,-3.14960600,3.30708700
9.12574333,-3.93700800,3.30708700
9.18974333,-3.14960600,3.30708700
9.25374333,-4.33070900,3.30708700
9.31774333,-2.36220500,3.30708700
9.38174332,-5.51181100,3.30708700
9.44574332,-1.18110200,3.30708700
9.50974332,-3.14960600,3.30708700
9.57374332,-1.18110200,3.30708700
9.63774332,-4.33070900,3.30708700
9.70174332,0.39370070,3.30708700
9.76574331,-3.14960600,3.22834600
9.82974331,-1.18110200,3.30708700
9.89374331,-2.75590500,3.30708700
9.95774331,1.57480300,3.30708700
10.02174331,-3.93700800,3.30708700
10.08574330,2.75590500,3.30708700
10.14974330,2.36220500,3.30708700
10.21374330,-1.96850400,3.30708700
10.27774330,0.39370070,3.30708700
10.34174330,0.39370070,3.30708700
10.40574330,-3.54330700,3.30708700
10.46974329,-5.51181100,3.30708700
10.53374329,2.36220500,3.30708700
10.59774329,-6.29921200,3.22834600
10.66174329,-1.18110200,3.30708700
10.72574329,-0.78740150,3.30708700
10.78974328,-0.39370070,3.30708700
10.85374328,-5.90551100,3.30708700
10.91774328,1.96850400,3.30708700
10.98174328,-2.75590500,3.30708700
11.04574328,-3.14960600,3.30708700
11.10974328,-0.78740150,3.30708700
11.17374327,1.96850400,3.30708700
11.23774327,-3.14960600,3.30708700
11.30174327,0.00000000,3.30708700
11.36574327,0.39370070,3.30708700
11.42974327,-3.54330700,3.30708700
11.49374327,-1.57480300,3.30708700
11.55774326,0.00000000,3.30708700
11.62174326,-2.36220500,3.30708700
11.68574326,-5.51181100,3.30708700
11.74974326,1.57480300,3.30708700
11.81374326,-6.69291300,3.30708700
11.87774325,-5.11811000,3.30708700
11.94174325,-5.90551100,3.30708700
12.00574325,-3.54330700,3.30708700
12.06974325,-9.44881800,3.30708700
12.13374325,-1.18110200,3.30708700
12.19774325,-4.33070900,3.30708700
12.26174324,-7.08661400,3.30708700
12.32574324,-4.72440900,3.30708700
12.38974324,-3.93700800,3.30708700
12.45374324,-7.87401500,3.30708700
12.51774324,-4.33070900,3.30708700
12.58174323,-0.78740150,3.30708700
12.64574323,-5.90551100,3.30708700
12.70974323,-1.18110200,3.30708700
12.77374323,-1.57480300,3.30708700
12.83774323,-3.54330700,3.22834600
12.90174323,-5.90551100,3.30708700
12.96574322,-1.96850400,3.30708700
13.02974322,-7.48031400,3.30708700
13.09374322,-4.72440900,3.30708700
13.15774322,-7.08661400,3.30708700
13.22174322,-3.14960600,3.30708700
13.28574321,-8.66141700,3.30708700
13.34974321,-6.69291300,3.30708700
13.41374321,-6.29921200,3.30708700
13.47774321,-5.11811000,3.30708700
13.54174321,-9.05511800,3.30708700
13.60574321,-3.93700800,3.30708700
13.66974320,-5.51181100,3.30708700
13.73374320,-8.26771600,3.30708700
13.79774320,-1.96850400,3.30708700
13.86174320,-7.48031400,3.30708700
13.92574320,-7.48031400,3.30708700
13.98974319,-8.66141700,3.30708700
14.05374319,-2.75590500,3.30708700
14.11774319,-10.62992000,3.30708700
14.18174319,-2.75590500,3.30708700
14.24574319,-4.33070900,3.30708700
14.30974319,-5.51181100,3.30708700
14.37374318,-7.48031400,3.30708700
14.43774318,-4.33070900,3.30708700
14.50174318,-11.02362000,3.30708700
14.56574318,-9.44881800,3.30708700
14.62974318,-7.08661400,3.30708700
14.69374317,-10.62992000,3.30708700
14.75774317,-10.23622000,3.30708700
14.82174317,-6.29921200,3.30708700
14.88574317,-6.69291300,3.30708700
14.94974317,-11.02362000,3.30708700
15.01374317,-6.69291300,3.30708700
15.07774316,-9.05511800,3.22834600
15.14174316,-7.08661400,3.30708700
15.20574316,-9.84251900,3.30708700
15.26974316,-2.36220500,3.30708700
15.33374316,-11.02362000,3.30708700
15.39774315,-3.54330700,3.30708700
15.46174315,-5.51181100,3.30708700
15.52574315,-5.90551100,3.22834600
15.58974315,-7.48031400,3.30708700
15.65374315,-3.14960600,3.30708700
15.71774315,-7.87401500,3.30708700
15.78174314,-7.87401500,3.30708700
15.84574314,-3.93700800,3.30708700
15.90974314,-9.05511800,3.30708700
15.97374314,-10.23622000,3.30708700
16.03774314,-8.26771600,3.30708700
16.10174313,-7.08661400,3.30708700
16.16574313,-9.84251900,3.30708700
16.22974313,-4.72440900,3.30708700
16.29374313,-6.69291300,3.30708700
16.35774313,-7.48031400,3.30708700
16.42174313,-8.26771600,3.30708700
16.48574312,-3.93700800,3.30708700
16.54974312,-11.02362000,3.30708700
16.61374312,-1.96850400,3.30708700
16.67774312,-7.48031400,3.30708700
16.74174312,-3.93700800,3.30708700
16.80574311,-5.11811000,3.30708700
16.86974311,-1.18110200,3.30708700
16.93374311,-7.48031400,3.30708700
16.99774311,-6.69291300,3.30708700
17.06174311,-6.69291300,3.30708700
17.12574311,-10.62992000,3.30708700
17.18974310,-8.26771600,3.30708700
17.25374310,-9.05511800,3.30708700
17.31774310,-5.51181100,3.30708700
17.38174310,-11.81102000,3.30708700
17.44574310,-4.72440900,3.30708700
17.50974309,-8.66141700,3.30708700
17.57374309,-8.66141700,3.22834600
17.63774309,-11.81102000,3.30708700
17.70174309,-7.48031400,3.22834600
17.76574309,-12.59842000,3.30708700
17.82974309,-7.87401500,3.30708700
17.89374308,-8.66141700,3.22834600
17.95774308,-5.90551100,3.30708700
18.02174308,-8.66141700,3.30708700
18.08574308,-4.72440900,3.30708700
18.14974308,-6.69291300,3.30708700
18.21374307,-10.62992000,3.30708700
18.27774307,-4.72440900,3.30708700
18.34174307,-8.66141700,3.30708700
18.40574307,-7.48031400,3.30708700
18.46974307,-9.05511800,3.30708700
18.53374307,-4.33070900,3.30708700
18.59774306,-12.59842000,3.30708700
18.66174306,-7.08661400,3.30708700
18.72574306,-9.05511800,3.30708700
18.78974306,-5.51181100,3.30708700
18.85374306,-9.05511800,3.30708700
18.91774306,-0.78740150,3.30708700
18.98174305,-6.29921200,3.30708700
19.04574305,-7.48031400,3.30708700
19.10974305,-5.11811000,3.30708700
19.17374305,-2.36220500,3.30708700
19.23774305,-7.08661400,3.30708700
19.30174304,-5.11811000,3.30708700
19.36574304,-2.36220500,3.30708700
19.42974304,-7.48031400,3.30708700
19.49374304,-3.54330700,3.30708700
19.55774304,-3.14960600,3.30708700
19.62174304,-6.69291300,3.30708700
19.68574303,-9.05511800,3.30708700
19.74974303,-0.78740150,3.30708700
19.81374303,-9.84251900,3.30708700
19.87774303,-6.29921200,3.30708700
19.94174303,-5.51181100,3.30708700
20.00574302,-4.33070900,3.30708700
20.06974302,-12.59842000,3.30708700
20.13374302,-4.72440900,3.30708700
20.19774302,-12.99213000,3.22834600
20.26174302,-11.81102000,3.30708700
20.32574302,-6.69291300,3.30708700
20.38974301,-10.62992000,3.30708700
20.45374301,-9.84251900,3.30708700
20.51774301,-7.87401500,3.30708700
20.58174301,-6.29921200,3.30708700
20.64574301,-11.81102000,3.30708700
20.70974300,-6.69291300,3.30708700
20.77374300,-7.08661400,3.30708700
20.83774300,-3.54330700,3.30708700
20.90174300,-8.66141700,3.30708700
20.96574300,-0.39370070,3.30708700
21.02974300,-8.66141700,3.30708700
21.09374299,-7.87401500,3.30708700
21.15774299,-9.44881800,3.30708700
21.22174299,-5.11811000,3.30708700
21.28574299,-11.02362000,3.30708700
21.34974299,-5.90551100,3.30708700
21.41374298,-4.33070900,3.30708700
21.47774298,-4.33070900,3.30708700
21.54174298,-5.90551100,3.30708700
21.60574298,-3.14960600,3.30708700
21.66974298,-5.11811000,3.30708700
21.73374298,-9.05511800,3.30708700
